nom_parfum,marque,nose,launch_year,rating_value,rating_count,main_accords,gender,longevity,sillage,price_feeling,top_notes,middle_notes,base_notes,url
Aoud Blue Notes 30383.html,Mancera,Pierre Montale,2015.0,4.02,987,"['woody', 'powdery', 'citrus', 'fruity', 'sweet', 'leather', 'violet', 'amber', 'animalic', 'iris']",male,long lasting,average,ok,"['Fruity Notes', 'Bergamot', 'Lemon', 'Mandarin Orange', 'Green Notes']","['Ylang-Ylang', 'Orris Root', 'Patchouli', 'Rose', 'Violet']","['Sandalwood', 'Amber', 'Leather', 'Guaiac Wood', 'Madagascar Vanilla']",https://www.fragrantica.com/perfume/Mancera/Aoud-Blue-Notes-30383.html
Aoud Cafe 18044.html,Mancera,Pierre Montale,2013.0,3.72,"1,264","['coffee', 'woody', 'warm spicy', 'sweet', 'amber', 'musky', 'fruity', 'floral', 'powdery']",unisex,long lasting,average,ok,"['Black Currant', 'Peach', 'Bergamot']","['Coffee', 'Amber', 'Floral Notes']","['Sweet Notes', 'White Musk', 'Woody Notes']",https://www.fragrantica.com/perfume/Mancera/Aoud-Cafe-18044.html
Aoud Exclusif 51493.html,Mancera,,2018.0,4.24,897,"['warm spicy', 'amber', 'oud', 'fresh spicy', 'rose', 'musky', 'woody', 'patchouli']",male,eternal,strong,ok,"['Cumin', 'Pepper', 'Saffron', 'Labdanum']","['Bulgarian Rose', 'Violet', 'Indonesian Patchouli Leaf']","['Oriental notes', 'Agarwood (Oud)']",https://www.fragrantica.com/perfume/Mancera/Aoud-Exclusif-51493.html
Aoud Lemon Mint 39181.html,Mancera,Pierre Montale,2016.0,4.09,"3,523","['citrus', 'oud', 'aromatic', 'almond', 'vanilla', 'fresh spicy', 'nutty', 'woody', 'sweet', 'patchouli']",male,long lasting,strong,ok,"['Black Pepper', 'Coriander', 'Lemon', 'Almond']","['Patchouli', 'Egyptian Jasmine', 'Mint', 'Agarwood (Oud)']","['Amber', 'Vetiver', 'White Musk', 'Leather', 'Vanilla']",https://www.fragrantica.com/perfume/Mancera/Aoud-Lemon-Mint-39181.html
Aoud Line 24775.html,Mancera,Pierre Montale,2014.0,3.86,313,"['oud', 'woody', 'rose', 'fruity', 'sweet', 'patchouli', 'vanilla', 'warm spicy', 'powdery', 'amber']",unisex,eternal,strong,ok,"['Vanilla', 'Turkish Rose', 'Agarwood (Oud)']","['Patchouli', 'Teak Wood', 'Sandalowood']","['Raspberry', 'Amber']",https://www.fragrantica.com/perfume/Mancera/Aoud-Line-24775.html
Aoud Orchid 42506.html,Mancera,Pierre Montale,2016.0,3.96,"1,102","['sweet', 'vanilla', 'woody', 'powdery', 'coconut', 'floral', 'lactonic', 'musky', 'fruity', 'amber']",female,long lasting,strong,ok,"['Peach', 'Coconut', 'Mandarin Orange']","['Patchouli', 'Orchid']","['Vanilla', 'White Musk', 'Amber', 'Woody Notes']",https://www.fragrantica.com/perfume/Mancera/Aoud-Orchid-42506.html
Aoud Vanille 32907.html,Mancera,Pierre Montale,2015.0,4.17,"1,976","['vanilla', 'warm spicy', 'woody', 'oud', 'powdery', 'fresh spicy', 'balsamic', 'aromatic', 'metallic', 'sweet']",unisex,eternal,strong,ok,"['Black Pepper', 'Cardamom', 'Saffron', 'Agarwood (Oud)']",['Floral Notes'],"['Sandalwood', 'Guaiac Wood', 'Madagascar Vanilla']",https://www.fragrantica.com/perfume/Mancera/Aoud-Vanille-32907.html
Aoud Violet 24777.html,Mancera,Pierre Montale,2014.0,3.9,460,"['woody', 'earthy', 'violet', 'green', 'powdery', 'mossy', 'aromatic', 'citrus', 'warm spicy', 'oud']",male,long lasting,average,ok,"['Green Notes', 'Bergamot', 'Spices']","['Patchouli', 'Violet', 'Agarwood (Oud)']","['Amber', 'Moss', 'Vetiver']",https://www.fragrantica.com/perfume/Mancera/Aoud-Violet-24777.html
Black Gold 43335.html,Mancera,Pierre Montale,2017.0,4.09,"1,538","['lavender', 'fresh spicy', 'woody', 'aromatic', 'powdery', 'violet', 'warm spicy', 'floral', 'cinnamon', 'white floral']",male,long lasting,strong,ok,"['Citruses', 'Agarwood (Oud)', 'Nutmeg', 'Lavender', 'Cinnamon']","['Patchouli Leaf', 'Sea Notes', 'Rose', 'Jasmine', 'Violet']","['Amber', 'Vetiver', 'White Musk', 'Leather', 'Woody Notes']",https://www.fragrantica.com/perfume/Mancera/Black-Gold-43335.html
Black Intensitive Aoud 11161.html,Mancera,Pierre Montale,2008.0,3.8,508,"['warm spicy', 'oud', 'rose', 'woody', 'sweet', 'powdery', 'floral', 'metallic', 'fresh spicy', 'leather']",unisex,long lasting,enormous,ok,"['Chili Pepper', 'Cloves', 'Peach']","['Saffron', 'Rose', 'Jasmine', 'Violet', 'Sugar']","['Sandalwood', 'Gurjan balsam', 'Moroccan Cedar', 'Agarwood (Oud)']",https://www.fragrantica.com/perfume/Mancera/Black-Intensitive-Aoud-11161.html
Black Line 18049.html,Mancera,Pierre Montale,2013.0,3.93,575,"['woody', 'rose', 'warm spicy', 'patchouli', 'powdery', 'leather', 'musky', 'animalic', 'amber', 'floral']",unisex,long lasting,strong,ok,['Spicy Notes'],"['Leather', 'Amber', 'Rose', 'Patchouli']","['Sandalwood', 'Guaiac Wood', 'White Musk']",https://www.fragrantica.com/perfume/Mancera/Black-Line-18049.html
Black Noir 88137.html,Mancera,Pierre Montale,2023.0,4.14,256,"['vanilla', 'sweet', 'tobacco', 'woody', 'amber', 'soft spicy', 'animalic', 'warm spicy', 'white floral', 'balsamic']",male,long lasting,strong,ok,"['Pink Pepper', 'Black Leather']","['Tobacco', 'Cambodian Oud', 'Patchouli', 'Tiare Flower']","['Vanilla', 'Tonka', 'Ambergris', 'Haitian Vetiver']",https://www.fragrantica.com/perfume/Mancera/Black-Noir-88137.html
Black Prestigium 31891.html,Mancera,Pierre Montale,2015.0,4.02,576,"['woody', 'powdery', 'rose', 'oud', 'iris', 'leather', 'floral', 'earthy', 'patchouli', 'animalic']",unisex,eternal,enormous,ok,"['Orris Root', 'Patchouli', 'Bergamot']","['Rose', 'Violet', 'Woodsy Notes', 'Agarwood (Oud)']","['Amber', 'White Musk', 'Leather']",https://www.fragrantica.com/perfume/Mancera/Black-Prestigium-31891.html
Black Vanilla 46662.html,Mancera,Pierre Montale,2017.0,3.92,"1,267","['vanilla', 'powdery', 'fruity', 'sweet', 'violet', 'musky', 'floral', 'coconut', 'soft spicy', 'white floral']",female,long lasting,strong,ok,"['Black Currant', 'Coconut', 'White Peach', 'Calabrian bergamot']","['Bulgarian Rose', 'Violet', 'Egyptian Jasmine']","['White Musk', 'Madagascar Vanilla']",https://www.fragrantica.com/perfume/Mancera/Black-Vanilla-46662.html
Cedrat Boise 15211.html,Mancera,Pierre Montale,2011.0,4.12,"11,431","['woody', 'fruity', 'citrus', 'powdery', 'aromatic', 'leather', 'sweet', 'warm spicy', 'animalic']",male,long lasting,average,ok,"['Black Currant', 'Spicy Notes', 'Sicilian Lemon', 'Bergamot']","['Water Jasmine', 'Fruity Notes', 'Patchouli Leaf']","['Sandalwood', 'Cedar', 'White Musk', 'Leather', 'Moss', 'Vanilla']",https://www.fragrantica.com/perfume/Mancera/Cedrat-Boise-15211.html
Cherry Cherry 96325.html,Mancera,Pierre Montale,2024.0,3.9,135,"['powdery', 'cherry', 'vanilla', 'patchouli', 'citrus', 'iris', 'woody', 'earthy', 'warm spicy', 'floral']",unisex,long lasting,strong,ok,"['Lemon', 'Bergamot', 'Black Cherry']","['Orris Root', 'Patchouli', 'Jasmine', 'Heliotrope']","['Vanilla Pod', 'White Musk']",https://www.fragrantica.com/perfume/Mancera/Cherry-Cherry-96325.html
Choco Violette 42940.html,Mancera,Pierre Montale,2016.0,3.93,"1,408","['powdery', 'nutty', 'violet', 'chocolate', 'sweet', 'vanilla', 'woody', 'warm spicy', 'cacao', 'musky']",female,long lasting,strong,ok,"['Hazelnut', 'Orange', 'Bergamot']","['Dark Chocolate', 'Violet']","['White Musk', 'Madagascar Vanilla']",https://www.fragrantica.com/perfume/Mancera/Choco-Violette-42940.html
Cinque Terre 97826.html,Mancera,Pierre Montale,2024.0,3.8,97,"['woody', 'aromatic', 'citrus', 'salty', 'green', 'fresh', 'mossy', 'warm spicy', 'marine', 'earthy']",male,long lasting,strong,ok,"['Rosemary', 'Lemon', 'Cardamom']","['Sea Salt', 'Cedar', 'Amber', 'Fig Leaf', 'Pine']","['Sandalwood', 'Tonka Bean', 'Oakmoss', 'Labdanum']",https://www.fragrantica.com/perfume/Mancera/Cinque-Terre-97826.html
Coco Vanille 42782.html,Mancera,Pierre Montale,2016.0,3.87,"2,314","['vanilla', 'sweet', 'coconut', 'white floral', 'powdery', 'yellow floral', 'fruity', 'lactonic', 'tropical', 'woody']",female,long lasting,average,ok,"['White Peach', 'Coconut']","['Jasmine', 'Ylang-Ylang', 'Tiare Flower']","['Woody Notes', 'White Musk', 'Madagascar Vanilla']",https://www.fragrantica.com/perfume/Mancera/Coco-Vanille-42782.html
Cosmic Pepper 81804.html,Mancera,Pierre Montale,2023.0,3.96,581,"['citrus', 'musky', 'aromatic', 'soft spicy', 'amber', 'fresh spicy', 'sweet', 'herbal', 'warm spicy', 'powdery']",male,long lasting,average,ok,"['Pink Pepper', 'Tangerine', 'Lemon', 'Sage']","['Black Pepper', 'Oud', 'Damask Rose']","['Tonka Bean', 'White Musk', 'Ambergris', 'Labdanum', 'Oakmoss']",https://www.fragrantica.com/perfume/Mancera/Cosmic-Pepper-81804.html
Crazy For Oud 57880.html,Mancera,Pierre Montale,2019.0,4.09,345,"['woody', 'oud', 'sweet', 'animalic', 'rose', 'leather', 'powdery', 'floral', 'vanilla', 'citrus']",unisex,long lasting,strong,ok,"['Laotian Oud', 'Bergamot', 'Leather']","['Bulgarian Rose', 'Tiramisu', 'White Magnolia', 'Patchouli', 'Violet']","['Amber', 'White Musk', 'Oakmoss', 'Woody Notes', 'Vanilla']",https://www.fragrantica.com/perfume/Mancera/Crazy-For-Oud-57880.html
Eternal Wood 93338.html,Mancera,Pierre Montale,2024.0,3.72,162,"['amber', 'woody', 'sweet', 'warm spicy', 'oud', 'aromatic', 'vanilla', 'caramel', 'metallic', 'balsamic']",male,long lasting,strong,ok,"['Laotian Oud', 'Davana', 'Saffron']","['Cashmere Wood', 'Copal', 'Guaiac Wood', 'Palo Santo']","['Toffee', 'Tonka Bean', 'Oakmoss', 'Amber']",https://www.fragrantica.com/perfume/Mancera/Eternal-Wood-93338.html
Fabulous Yuzu 75731.html,Mancera,Pierre Montale,2022.0,3.79,377,"['citrus', 'vanilla', 'aromatic', 'sweet', 'green', 'woody', 'powdery', 'floral', 'yellow floral', 'earthy']",unisex,moderate,average,ok,"['Yuzu', 'Lemon', 'Mandarin Orange', 'Cinnamon']","['Mimosa', 'Jasmine', 'Vetiver Root']","['Mysore Sandalwood', 'Tonka Bean', 'Vanila']",https://www.fragrantica.com/perfume/Mancera/Fabulous-Yuzu-75731.html
Feminity 61755.html,Mancera,Pierre Montale,2020.0,3.66,578,"['powdery', 'vanilla', 'leather', 'white floral', 'sweet', 'musky', 'caramel', 'animalic', 'citrus', 'violet']",female,long lasting,average,ok,"['Coffee', 'Pink Pepper', 'Tangerine', 'Leather']","['Lily-of-the-Valley', 'Jasmine', 'Violet', 'Heliotrope']","['Sandalwood', 'Amber', 'White Musk', 'Oakmoss', 'Vanilla Pod', 'Caramel']",https://www.fragrantica.com/perfume/Mancera/Feminity-61755.html
Fig Extasy 69859.html,Mancera,Pierre Montale,2021.0,3.94,782,"['woody', 'amber', 'green', 'fresh', 'leather', 'sweet', 'warm spicy', 'fresh spicy', 'fruity', 'smoky']",unisex,long lasting,average,ok,"['Black Pepper', 'Ginger', 'Incense', 'Fig Nectar']","['Sandalwood', 'Cedar', 'Fig Leaf', 'Leather', 'Thyme', 'Lavender']","['Vanilla Pod', 'Tonka Bean', 'Siam Benzoin', 'Styrax']",https://www.fragrantica.com/perfume/Mancera/Fig-Extasy-69859.html
Fig Me Up 98362.html,Mancera,Pierre Montale,2024.0,3.67,98,"['fruity', 'sweet', 'aromatic', 'woody', 'tobacco', 'fresh spicy', 'green', 'oud', 'powdery', 'warm spicy']",male,moderate,average,ok,"['Fig Leaf', 'French Violet', 'Rhubarb']","['Bourbon Geranium', 'Oud', 'Australian Sandalwood', 'Fig Nectar', 'Plum']","['Tobacco', 'Toffee', 'Tonka Bean', 'White Musk']",https://www.fragrantica.com/perfume/Mancera/Fig-Me-Up-98362.html
French Riviera 74636.html,Mancera,Pierre Montale,2022.0,4.05,"1,704","['citrus', 'marine', 'aromatic', 'salty', 'sweet', 'white floral', 'woody', 'fresh spicy', 'musky', 'powdery']",unisex,long lasting,average,ok,"['Ginger', 'Lemon', 'Orange', 'Pepper', 'Tangerine']","['Mimosa', 'Pine Tree', 'Vetiver', 'Sea Notes', 'Tiare Flower']","['Sea Salt', 'White Musk', 'Amber']",https://www.fragrantica.com/perfume/Mancera/French-Riviera-74636.html
Gold Incense 49029.html,Mancera,Pierre Montale,2018.0,3.85,448,"['amber', 'vanilla', 'warm spicy', 'powdery', 'balsamic', 'white floral', 'musky', 'citrus', 'smoky', 'coffee']",female,long lasting,average,ok,"['Coffee', 'Pink Pepper', 'Incense', 'Mandarin Orange']","['Rose', 'Jasmine', 'Violet', 'Patchouli Leaf']","['Vanilla Pod', 'Benzoin', 'White Musk']",https://www.fragrantica.com/perfume/Mancera/Gold-Incense-49029.html
Gold Intensive Aoud 11163.html,Mancera,Pierre Montale,2008.0,4.07,877,"['woody', 'rose', 'musky', 'citrus', 'warm spicy', 'powdery', 'aromatic', 'floral']",unisex,eternal,strong,ok,"['Lemon', 'Water Notes']","['Geranium', 'Teak Wood', 'Saffron', 'Rose', 'Guaiac Wood']","['White Musk', 'Precious Woods', 'Ambergris']",https://www.fragrantica.com/perfume/Mancera/Gold-Intensive-Aoud-11163.html
Gold Prestigium 37574.html,Mancera,Pierre Montale,2016.0,4.16,530,"['vanilla', 'fresh spicy', 'citrus', 'oud', 'white floral', 'leather', 'rose', 'animalic', 'powdery', 'musky']",unisex,long lasting,strong,ok,"['Pepper', 'Bergamot', 'Agarwood (Oud)']","['Rose', 'Orange Blossom']","['Vanilla', 'White Musk', 'Oakmoss', 'Leather']",https://www.fragrantica.com/perfume/Mancera/Gold-Prestigium-37574.html
Hindu Kush 49030.html,Mancera,Pierre Montale,2018.0,3.94,"2,648","['amber', 'woody', 'warm spicy', 'smoky', 'cannabis', 'balsamic', 'patchouli', 'aromatic', 'musky', 'powdery']",unisex,long lasting,strong,ok,"['Labdanum', 'cannabis', 'Incense', 'Spices']","['Patchouli Leaf', 'Woody Notes']","['Vanilla Pod', 'White Musk', 'Guaiac Wood', 'Amber']",https://www.fragrantica.com/perfume/Mancera/Hindu-Kush-49030.html
Holidays 42888.html,Mancera,Pierre Montale,2016.0,3.95,"1,855","['sweet', 'vanilla', 'coconut', 'white floral', 'yellow floral', 'marine', 'woody', 'powdery', 'aromatic', 'lactonic']",female,long lasting,strong,ok,"['Coconut', 'Bergamot']","['Sea Notes', 'Ylang-Ylang', 'Tiare Flower']","['Vanilla Pod', 'White Musk', 'Sandalwood']",https://www.fragrantica.com/perfume/Mancera/Holidays-42888.html
Indian Dream 24776.html,Mancera,Pierre Montale,2014.0,3.84,"1,052","['powdery', 'white floral', 'vanilla', 'rose', 'aromatic', 'woody', 'fresh spicy', 'amber', 'floral', 'musky']",female,moderate,average,ok,"['Geranium', 'Heliotrope', 'Orange Blossom']","['Rose', 'Jasmine', 'Amber']","['Sandalwood', 'Vanilla', 'White Musk', 'Vetiver']",https://www.fragrantica.com/perfume/Mancera/Indian-Dream-24776.html
Instant Crush 54885.html,Mancera,Pierre Montale,2019.0,4.09,"7,154","['woody', 'warm spicy', 'vanilla', 'amber', 'powdery', 'citrus', 'musky', 'fresh spicy', 'metallic', 'rose']",unisex,long lasting,strong,ok,"['Ginger', 'Sicilian Mandarin', 'Sicilian Bergamot', 'Saffron']","['Moroccan Rose', 'Indonesian Patchouli Leaf', 'Amberwood', 'Egyptian Jasmine']","['Sandalwood', 'White Musk', 'Oakmoss', 'Madagascar Vanilla']",https://www.fragrantica.com/perfume/Mancera/Instant-Crush-54885.html
Intense Cedrat Boise 72796.html,Mancera,,2021.0,4.31,"2,768","['woody', 'citrus', 'animalic', 'warm spicy', 'leather', 'fresh', 'powdery', 'fruity', 'amber', 'earthy']",male,long lasting,average,ok,"['Black Currant', 'Sicilian Citruses', 'Spices']","['Patchouli Leaf', 'White Sandalwood', 'Leather', 'Cambodian Oud', 'Jasmine']","['Vanilla', 'White Musk', 'Oakmoss', 'Ambergris']",https://www.fragrantica.com/perfume/Mancera/Intense-Cedrat-Boise-72796.html
Intense Instant Crush 104241.html,Mancera,Pierre Montale,2025.0,3.31,26,"['warm spicy', 'woody', 'citrus', 'amber', 'vanilla', 'powdery', 'metallic', 'musky', 'earthy', 'leather']",unisex,eternal,enormous,,"['Sicilian Mandarin', 'Indian Saffron', 'Bergamot', 'Black Leather']","['Salted Caramel', 'Patchouli', 'Moroccan Rose', 'Amberwood']","['Mysore Sandalwood', 'White Musk', 'Oakmoss', 'Madagascar Vanilla']",https://www.fragrantica.com/perfume/Mancera/Intense-Instant-Crush-104241.html
Jardin Exclusif 51490.html,Mancera,Pierre Montale,2018.0,3.75,"1,533","['fruity', 'powdery', 'sweet', 'musky', 'citrus', 'fresh', 'animalic', 'white floral', 'vanilla', 'amber']",unisex,long lasting,strong,ok,"['Black Currant', 'Sicilian Orange', 'Green Apple', 'Lemon', 'White Peach', 'Pear', 'Caramel']","['Bulgarian Rose', 'Jasmine', 'Violet', 'Ambergris']","['Sandalwood', 'White Musk', 'Madagascar Vanilla']",https://www.fragrantica.com/perfume/Mancera/Jardin-Exclusif-51490.html
Jasmin Exclusif 74107.html,Mancera,Pierre Montale,2022.0,3.92,229,"['oud', 'white floral', 'woody', 'leather', 'warm spicy', 'animalic', 'powdery', 'vanilla', 'patchouli', 'amber']",unisex,long lasting,strong,ok,"['Bergamot', 'Spices']","['Patchouli', 'Egyptian Jasmine', 'Leather', 'Agarwood (Oud)']","['Sandalwood', 'Jasmine', 'Vanilla Pod', 'Labdanum']",https://www.fragrantica.com/perfume/Mancera/Jasmin-Exclusif-74107.html
Juicy Flowers 63433.html,Mancera,Pierre Montale,2020.0,3.55,404,"['fruity', 'sweet', 'musky', 'rose', 'powdery', 'fresh', 'amber', 'vanilla', 'animalic']",female,long lasting,strong,ok,"['Red Fruits', 'Pink Pepper', 'Citruses', 'Pear']","['Sandalwood', 'Rose', 'Peach', 'Jasmine']","['Raspberry', 'White Musk', 'Ambergris', 'Vanilla']",https://www.fragrantica.com/perfume/Mancera/Juicy-Flowers-63433.html
Kumkat Wood 18046.html,Mancera,Pierre Montale,2013.0,3.96,881,"['woody', 'citrus', 'aromatic', 'warm spicy', 'powdery', 'fresh spicy', 'earthy', 'floral']",male,long lasting,average,ok,"['Grapefruit', 'Bergamot', 'Spices']","['Patchouli', 'Amber', 'Floral Notes']","['Sandalwood', 'Cedar', 'White Musk', 'Vetiver']",https://www.fragrantica.com/perfume/Mancera/Kumkat-Wood-18046.html
Lemon Line 24774.html,Mancera,Pierre Montale,2014.0,4.15,"1,290","['citrus', 'aromatic', 'lavender', 'fresh spicy', 'mossy', 'musky']",unisex,long lasting,average,ok,"['Lavender', 'Orange', 'Lemon']","['Geranium', 'White Flowers', 'Amber']","['oak moss', 'White Musk']",https://www.fragrantica.com/perfume/Mancera/Lemon-Line-24774.html
Lovely Garden 67228.html,Mancera,Pierre Montale,2021.0,3.74,232,"['white floral', 'sweet', 'rose', 'amber', 'warm spicy', 'powdery', 'citrus', 'musky', 'animalic', 'tuberose']",female,long lasting,strong,ok,"['Pink Pepper', 'Blood Mandarin', 'Cinnamon']","['Indonesian Patchouli Leaf', 'Turkish Rose', 'Orange Blossom', 'Tuberose']","['Musk', 'Incense', 'Toffee', 'Ambergris', 'Powdery Notes']",https://www.fragrantica.com/perfume/Mancera/Lovely-Garden-67228.html
Melody Of The Sun 72736.html,Mancera,Pierre Montale,2022.0,4.02,755,"['citrus', 'aromatic', 'fruity', 'fresh', 'green', 'fresh spicy', 'floral', 'lavender', 'white floral', 'woody']",unisex,moderate,average,ok,"['Black Currant', 'Lemon', 'Lavender', 'Cardamom', 'Grapefruit', 'Pear']","['Green Tea', 'Jasmine', 'Cedar', 'Osmanthus']","['Musk', 'Mate', 'Amber']",https://www.fragrantica.com/perfume/Mancera/Melody-Of-The-Sun-72736.html
Musk of Flowers 15206.html,Mancera,Pierre Montale,2011.0,3.72,326,"['white floral', 'sweet', 'rose', 'citrus', 'musky', 'fruity', 'powdery', 'floral', 'woody', 'animalic']",female,long lasting,strong,ok,"['Grapefruit', 'Fruity Notes']","['Orange Blossom', 'Rose', 'Jasmine', 'Violet', 'Sugar']","['Sandalwood', 'White Musk']",https://www.fragrantica.com/perfume/Mancera/Musk-of-Flowers-15206.html
Musky Garden 46300.html,Mancera,Pierre Montale,2017.0,3.83,494,"['fruity', 'musky', 'powdery', 'rose', 'sweet', 'iris', 'citrus', 'patchouli']",female,long lasting,strong,ok,"['Cranberry', 'White Peach', 'Citruses']","['Bulgarian Rose', 'Iris', 'Indian Jasmine', 'Patchouli Leaf']","['Raspberry', 'White Musk', 'Blackberry', 'Amber']",https://www.fragrantica.com/perfume/Mancera/Musky-Garden-46300.html
Of The Wild 77467.html,Mancera,Pierre Montale,2022.0,3.6,164,"['sweet', 'fruity', 'vanilla', 'powdery', 'white floral', 'musky', 'patchouli']",female,long lasting,average,ok,"['Strawberry', 'Heliotrope', 'Pear']","['Indonesian Patchouli Leaf', 'Jasmine', 'Orange Blossom']","['Vanilla Pod', 'Musk', 'Toffee', 'Haitian Vetiver']",https://www.fragrantica.com/perfume/Mancera/Of-The-Wild-77467.html
Pearl 40954.html,Mancera,Pierre Montale,2016.0,3.73,780,"['fruity', 'musky', 'powdery', 'rose', 'sweet', 'amber', 'citrus', 'floral', 'animalic', 'woody']",female,long lasting,strong,ok,"['Green Apple', 'Fig', 'White Peach', 'Bergamot']","['Rose', 'Violet', 'Egyptian Jasmine']","['White Musk', 'Ambergris']",https://www.fragrantica.com/perfume/Mancera/Pearl-40954.html
Precious Oud 56254.html,Mancera,Pierre Montale,2019.0,3.96,385,"['woody', 'sweet', 'whiskey', 'oud', 'powdery', 'vanilla', 'animalic', 'floral', 'leather', 'warm spicy']",unisex,long lasting,strong,ok,"['Laotian Oud', 'Leather', 'Whiskey', 'Bergamot']","['Patchouli Leaf', 'Tiramisu', 'Magnolia', 'Rose', 'Violet']","['Sandalwood', 'Cedar', 'Amber', 'Oakmoss', 'Vanilla']",https://www.fragrantica.com/perfume/Mancera/Precious-Oud-56254.html
Red Tobacco 46663.html,Mancera,Pierre Montale,2017.0,4.06,"10,596","['warm spicy', 'tobacco', 'woody', 'sweet', 'amber', 'vanilla', 'cinnamon', 'oud', 'powdery', 'fresh spicy']",male,eternal,enormous,ok,"['Incense', 'Agarwood (Oud)', 'Nutmeg', 'Green Apple', 'Saffron', 'White Pear', 'Cinnamon']","['Patchouli', 'Jasmine']","['Sandalwood', 'Amber', 'White Musk', 'Tobacco', 'Haitian Vetiver', 'Guaiac Wood', 'Madagascar Vanilla']",https://www.fragrantica.com/perfume/Mancera/Red-Tobacco-46663.html
Red Tobacco Intense 84246.html,Mancera,Pierre Montale,2023.0,3.98,846,"['warm spicy', 'tobacco', 'sweet', 'leather', 'woody', 'vanilla', 'smoky', 'powdery', 'amber', 'cinnamon']",male,eternal,enormous,ok,"['Incense', 'Agarwood (Oud)', 'Nutmeg', 'Saffron', 'Pear', 'Cinnamon']","['Vetiver', 'Leather', 'Patchouli', 'Tobacco', 'Jasmine']","['Sandalwood', 'Musk', 'Ambergris', 'Vanilla', 'Guaiac Wood']",https://www.fragrantica.com/perfume/Mancera/Red-Tobacco-Intense-84246.html
Roses Greedy 18042.html,Mancera,Pierre Montale,2012.0,3.93,"1,962","['floral', 'rose', 'sweet', 'musky', 'vanilla', 'fruity', 'white floral', 'powdery', 'amber', 'soft spicy']",female,long lasting,strong,ok,"['Black Currant', 'Pink Pepper', 'Peach', 'Mandarin Orange', 'Coconut']","['Flowers', 'Rose', 'Jasmine']","['Benzoin', 'Amber', 'White Musk', 'Vanilla', 'Sugar']",https://www.fragrantica.com/perfume/Mancera/Roses-Greedy-18042.html
Roses Jasmine 18047.html,Mancera,Pierre Montale,2012.0,3.65,336,"['white floral', 'rose', 'citrus', 'woody', 'fresh', 'musky', 'earthy', 'fruity', 'sweet', 'mossy']",female,long lasting,strong,ok,"['Mandarin Orange', 'Lemon', 'Pear', 'Grass']","['Rose', 'Jasmine', 'Orange Blossom', 'Patchouli']","['Cedar', 'White Musk', 'Oakmoss']",https://www.fragrantica.com/perfume/Mancera/Roses-Jasmine-18047.html
Roses Vanille 15210.html,Mancera,Pierre Montale,2011.0,4.02,"5,896","['rose', 'vanilla', 'powdery', 'musky', 'floral', 'woody', 'sweet', 'citrus']",female,long lasting,strong,ok,['Italian Lemon'],['Turkish Rose'],"['Vanilla', 'White Musk', 'Cedar']",https://www.fragrantica.com/perfume/Mancera/Roses-Vanille-15210.html
Royal Vanilla 55845.html,Mancera,Pierre Montale,2019.0,3.89,404,"['vanilla', 'powdery', 'amber', 'patchouli', 'violet', 'woody', 'sweet', 'balsamic', 'warm spicy', 'caramel']",unisex,long lasting,strong,ok,"['Rose', 'Citruses', 'Rose Water', 'Rhubarb Leaf']","['Rose Petals', 'Violet', 'Orange Blossom', 'Caramel']","['Vanilla', 'White Musk', 'Amber', 'Patchouli Leaf']",https://www.fragrantica.com/perfume/Mancera/Royal-Vanilla-55845.html
Saharian Wind 61044.html,Mancera,Pierre Montale,2020.0,4.05,866,"['woody', 'aromatic', 'leather', 'warm spicy', 'fresh spicy', 'lavender', 'animalic', 'citrus', 'tobacco', 'sweet']",male,long lasting,strong,ok,"['Pink Pepper', 'Bergamot', 'Leather', 'Spices']","['Lavender', 'Lily-of-the-Valley', 'Cypress']","['Amber', 'White Musk', 'Patchouli', 'Woody Notes', 'Tobacco', 'Vanilla']",https://www.fragrantica.com/perfume/Mancera/Saharian-Wind-61044.html
Sand Aoud 15214.html,Mancera,Pierre Montale,2011.0,4.05,587,"['warm spicy', 'oud', 'fruity', 'woody', 'patchouli', 'balsamic', 'amber', 'smoky']",male,long lasting,strong,ok,"['Black Currant', 'Spices']","['Rose', 'Incense', 'Saffron']","['Vanilla', 'Patchouli', 'White Musk', 'Agarwood (Oud)']",https://www.fragrantica.com/perfume/Mancera/Sand-Aoud-15214.html
Sicily 42670.html,Mancera,Pierre Montale,2016.0,3.95,"2,458","['citrus', 'fruity', 'sweet', 'fresh spicy', 'powdery', 'white floral']",female,moderate,average,ok,"['Pineapple', 'Peach', 'Bergamot', 'Mandarin Orange', 'Apple', 'Grapefruit']","['Rose', 'Jasmine', 'Violet', 'Ylang-Ylang']","['White Musk', 'Woody Notes']",https://www.fragrantica.com/perfume/Mancera/Sicily-42670.html
Silver Blue 57883.html,Mancera,Pierre Montale,2019.0,4.16,647,"['amber', 'woody', 'caramel', 'warm spicy', 'earthy', 'patchouli', 'mossy', 'sweet', 'citrus', 'balsamic']",male,long lasting,strong,ok,"['Bergamot', 'Spices']","['Labdanum', 'Amber', 'Caramel']","['Oakmoss', 'Patchouli', 'Precious Woods', 'Amber']",https://www.fragrantica.com/perfume/Mancera/Silver-Blue-57883.html
