nom_parfum,marque,nose,launch_year,rating_value,rating_count,main_accords,gender,longevity,sillage,price_feeling,top_notes,middle_notes,base_notes,url
Mortal Skin,Stéphane Humbert Lucas 777,Stéphane Humbert Lucas,2015.0,4.12,"1,103","['amber', 'woody', 'aromatic', 'balsamic', 'warm spicy', 'sweet', 'fruity', 'smoky', 'powdery']",unisex,long lasting,average,overpriced,"['Blackberry', 'Incense', 'Ink', 'Labdanum']","['Artemisia', 'Myrrh', 'Iris', 'Opoponax', 'Cardamom']","['Atlas Cedar', 'Cedar', 'Musk', 'Ambergris', 'Sandalwood', 'Birch', 'Styrax']",https://www.fragrantica.com/perfume/Stephane-Humbert-Lucas-777/Mortal-Skin-31518.html
Pink Boa,Stéphane Humbert Lucas 777,Stéphane Humbert Lucas,2022.0,4.01,479,"['fruity', 'sweet', 'fresh spicy', 'aromatic', 'vodka', 'woody']",female,moderate,average,overpriced,"['Black Currant', 'Bergamot', 'Rosemary', 'Blackberry']","['Vodka', 'Raspberry', 'Basil', 'Lily of the Valley']","['Amber', 'Incense', 'Peach', 'Strawberry', 'Musk', 'Patchouli', 'Sandalwood']",https://www.fragrantica.com/perfume/Stephane-Humbert-Lucas-777/Pink-Boa-75021.html
Sand Dance,Stéphane Humbert Lucas 777,Stéphane Humbert Lucas,2022.0,4.16,711,"['woody', 'warm spicy', 'amber', 'cacao', 'whiskey', 'vanilla', 'powdery', 'aromatic', 'balsamic', 'sweet']",unisex,long lasting,average,overpriced,"['Coriander', 'Mandarin Orange', 'Sesame', 'Whiskey', 'Anise']","['Cashmeran', 'Cacao', 'Sandalwood']","['Cashmere Wood', 'Benzoin', 'Patchouli', 'White Cedar Extract', 'Tonka Bean', 'Vanilla', 'Styrax']",https://www.fragrantica.com/perfume/Stephane-Humbert-Lucas-777/Sand-Dance-72384.html
Venom Incarnat,Stéphane Humbert Lucas 777,Karine Chevallier,2022.0,3.86,908,"['fruity', 'sweet', 'woody', 'vanilla', 'leather']",female,long lasting,average,overpriced,"['Blackberry', 'Caramel', 'Strawberry', 'Wild Strawberry']","['Virginian Cedar', 'Raspberry', 'Cinnamon']","['Balsam Fir', 'Caramel', 'Patchouli', 'Russian Leather', 'Tonka Bean', 'Vanilla']",https://www.fragrantica.com/perfume/Stephane-Humbert-Lucas-777/Venom-Incarnat-72387.html
Al Amaken,Swiss Arabian,,,4.09,99,"['floral', 'fruity', 'fresh', 'rose', 'woody', 'vanilla', 'powdery', 'citrus', 'white floral', 'sweet']",female,moderate,average,good value,"['Passionfruit', 'Black Currant', 'Bergamot']","['Peony', 'Rose', 'Jasmine', 'Vanilla']","['Cedar', 'Musk', 'Patchouli']",https://www.fragrantica.com/perfume/Swiss-Arabian/Al-Amaken-22928.html
Al Waseem,Swiss Arabian,,,3.76,74,"['fresh spicy', 'white floral', 'rose', 'green', 'floral', 'oud', 'musky', 'animalic', 'powdery', 'fresh']",male,long lasting,average,great value,"['Lily-of-the-Valley', 'Herbal Notes', 'White Flowers']","['Rose', 'Pepper', 'Hyacinth', 'Geranium', 'Cumin']","['Amber', 'Agarwood (Oud)', 'Musk']",https://www.fragrantica.com/perfume/Swiss-Arabian/Al-Waseem-10839.html
Crystal Rose,Swiss Arabian,,2018.0,4.14,117,"['rose', 'caramel', 'vanilla', 'sweet', 'musky', 'powdery', 'citrus', 'floral', 'aquatic']",female,long lasting,strong,good value,"['Water Notes', 'Lemon']","['Rose', 'Caramel']","['Cedar', 'Vanilla', 'White Musk']",https://www.fragrantica.com/perfume/Swiss-Arabian/Crystal-Rose-53854.html
Daeeman,Swiss Arabian,,,3.49,37,"['woody', 'amber', 'floral', 'musky', 'aromatic', 'powdery', 'earthy', 'sweet', 'fruity', 'animalic']",unisex,moderate,average,,"['Floral Notes', 'Bergamot', 'Pineapple']","['Vetiver', 'Patchouli']","['Amber', 'Cedar', 'Musk']",https://www.fragrantica.com/perfume/Swiss-Arabian/Daeeman-19466.html
Dehn El Oud Malaki,Swiss Arabian,,,4.06,101,"['oud', 'fresh spicy']",male,long lasting,average,good value,[],[],[],https://www.fragrantica.com/perfume/Swiss-Arabian/Dehn-El-Oud-Malaki-10841.html
Edge,Swiss Arabian,,,3.72,74,"['floral', 'rose', 'green', 'musky', 'fresh', 'powdery', 'white floral', 'woody']",female,moderate,strong,good value,"['Rose', 'Freesia', 'Green Notes']","['Rose', 'Peony', 'Jasmine']","['Sandalwood', 'White Musk']",https://www.fragrantica.com/perfume/Swiss-Arabian/Edge-22990.html
Edge,Swiss Arabian,,,3.87,63,"['aromatic', 'woody', 'warm spicy', 'fresh spicy', 'powdery', 'rose', 'floral', 'lavender', 'green', 'citrus']",male,long lasting,strong,good value,"['Geranium', 'Mint', 'Lemon', 'Lavender']","['Rose', 'Cardamom', 'Cinnamon', 'Orchid']","['Cedar', 'White Musk', 'Sandalwood']",https://www.fragrantica.com/perfume/Swiss-Arabian/Edge-22991.html
Edge Intense,Swiss Arabian,,,4.02,53,"['fruity', 'fresh spicy', 'aromatic', 'citrus', 'fresh', 'rose', 'sweet', 'warm spicy', 'musky', 'mossy']",male,long lasting,average,great value,"['Apple', 'Pineapple', 'Black Currant', 'Bergamot', 'Ginger']","['Geranium', 'Rose', 'Jasmine']","['Amber', 'Oakmoss', 'Vanilla', 'Musk']",https://www.fragrantica.com/perfume/Swiss-Arabian/Edge-Intense-53911.html
Edge Intense,Swiss Arabian,,2018.0,3.79,42,"['floral', 'green', 'rose', 'musky', 'fresh', 'fruity', 'powdery', 'citrus', 'woody']",female,moderate,average,good value,"['Rose', 'Tangerine', 'Green Notes', 'Apple']","['Peony', 'Freesia', 'Magnolia']","['Iris', 'Sandalwood', 'Musk']",https://www.fragrantica.com/perfume/Swiss-Arabian/Edge-Intense-53912.html
Essence de la Vie,Swiss Arabian,,2019.0,3.8,5,"['amber', 'aromatic', 'musky', 'woody', 'vanilla', 'fresh spicy', 'green', 'fruity']",,,,,"['Italian Lemon', 'Mint', 'Green Apple']","['Geranium', 'Ambroxan', 'Tonka Bean']","['Vetiver', 'Cedar', 'Vanilla']",https://www.fragrantica.com/perfume/Swiss-Arabian/Essence-de-la-Vie-72818.html
Fadeitak,Swiss Arabian,,,4.2,125,"['amber', 'woody', 'musky', 'fresh spicy', 'animalic', 'powdery', 'warm spicy']",unisex,long lasting,strong,ok,['Amber'],"['Pepper', 'Musk']","['Animal notes', 'Woodsy Notes']",https://www.fragrantica.com/perfume/Swiss-Arabian/Fadeitak-10844.html
Faith,Swiss Arabian,,,3.93,88,"['tropical', 'fruity', 'sweet', 'woody']",female,moderate,average,good value,"['Papaya', 'Lemon', 'Pineapple', 'Mango']",['Peach'],"['Hibiscus', 'Coconut', 'Sandalwood']",https://www.fragrantica.com/perfume/Swiss-Arabian/Faith-19461.html
Ghazi,Swiss Arabian,,,3.4,20,"['white floral', 'citrus', 'fresh', 'lavender', 'rose', 'woody', 'aromatic', 'musky', 'powdery', 'fresh spicy']",unisex,moderate,average,ok,"['Citruses', 'Bergamot']","['Rose', 'Lily-of-the-Valley', 'Sea Notes', 'Orange Blossom', 'Lavender']","['Amber', 'Musk', 'Guaiac Wood', 'Sandalwood', 'Tonka Bean']",https://www.fragrantica.com/perfume/Swiss-Arabian/Ghazi-56485.html
Ghazi Oud,Swiss Arabian,,,4.19,27,"['amber', 'oud', 'smoky', 'musky', 'balsamic', 'powdery', 'warm spicy']",male,moderate,average,good value,"['Incense', 'Agarwood (Oud)']",['Agarwood (Oud)'],"['Amber', 'Musk']",https://www.fragrantica.com/perfume/Swiss-Arabian/Ghazi-Oud-56486.html
Hamsah,Swiss Arabian,,,4.17,159,"['white floral', 'citrus', 'honey', 'sweet', 'animalic', 'rose', 'floral']",female,moderate,average,great value,['Orange Blossom'],"['Mandarin Orange', 'Gardenia']","['Rose', 'Vetiver', 'Honey']",https://www.fragrantica.com/perfume/Swiss-Arabian/Hamsah-23113.html
Hayfa,Swiss Arabian,,,4.3,80,"['woody', 'warm spicy', 'white floral', 'rose', 'powdery', 'green', 'earthy', 'iris', 'floral', 'yellow floral']",female,long lasting,average,ok,"['Rosemary', 'Green Notes', 'Palm Leaf', 'Spicy Notes', 'Lotus']","['Rose', 'Orange Blossom', 'Ylang-Ylang', 'Iris', 'Jasmine']","['Oakmoss', 'Woody Notes', 'Sandalwood', 'Patchouli']",https://www.fragrantica.com/perfume/Swiss-Arabian/Hayfa-20767.html
Imperial,Swiss Arabian,,2018.0,3.46,24,"['amber', 'citrus', 'woody', 'warm spicy', 'fresh', 'animalic', 'fresh spicy']",male,long lasting,average,great value,"['Citruses', 'Spices']","['Amber', 'Spices']",['Woody Notes'],https://www.fragrantica.com/perfume/Swiss-Arabian/Imperial-54039.html
Imperial Arabia,Swiss Arabian,,2018.0,3.95,93.0,"['amber', 'powdery', 'smoky', 'animalic', 'leather', 'warm spicy', 'balsamic', 'fruity', 'oud', 'woody']",unisex,moderate,strong,great value,"['Grapefruit', 'Artemisia', 'Incense', 'Lavender']","['Leather', 'Orris Root', 'Apricot', 'Spices']","['Agarwood (Oud)', 'Cedar', 'Musk', 'Ambergris', 'Vanilla']",https://www.fragrantica.com/perfume/Swiss-Arabian/Imperial-Arabia-54038.html
Inara,Swiss Arabian,,,3.98,85.0,"['fruity', 'woody', 'powdery', 'citrus', 'musky', 'aromatic', 'rose', 'warm spicy', 'green', 'amber']",female,moderate,average,good value,"['Bergamot', 'Mandarin Orange']","['Cassis', 'Rose', 'Jasmine', 'Peach']","['Cedar', 'Musk', 'Patchouli', 'Benzoin', 'Sandalwood']",https://www.fragrantica.com/perfume/Swiss-Arabian/Inara-56233.html
Inara Oud,Swiss Arabian,,,3.93,179.0,"['fruity', 'oud', 'vanilla', 'rose', 'sweet', 'warm spicy', 'powdery', 'tropical', 'woody', 'soft spicy']",female,long lasting,strong,great value,"['Litchi', 'Valerian', 'Saffron']","['Rose', 'Raspberry', 'Peach']","['Vanilla', 'Teak Wood', 'Agarwood (Oud)']",https://www.fragrantica.com/perfume/Swiss-Arabian/Inara-Oud-56234.html
Jannet El Firdaus,Swiss Arabian,,,3.9,113.0,"['green', 'white floral', 'warm spicy', 'fresh', 'rose', 'floral', 'cinnamon', 'woody', 'lactonic']",unisex,long lasting,enormous,good value,[],[],[],https://www.fragrantica.com/perfume/Swiss-Arabian/Jannet-El-Firdaus-20749.html
Jannet El Firdaus Black,Swiss Arabian,,2018.0,3.89,19.0,"['green', 'woody', 'white floral', 'rose', 'floral']",unisex,moderate,strong,good value,[],[],[],https://www.fragrantica.com/perfume/Swiss-Arabian/Jannet-El-Firdaus-Black-54040.html
Jannet El Firdaus Green,Swiss Arabian,,2018.0,3.56,9.0,"['green', 'cinnamon', 'warm spicy', 'woody']",,moderate,enormous,,[],[],[],https://www.fragrantica.com/perfume/Swiss-Arabian/Jannet-El-Firdaus-Green-54069.html
Jannet El Firdaus White,Swiss Arabian,,2018.0,3.81,16.0,"['woody', 'musky', 'powdery', 'warm spicy']",unisex,moderate,average,great value,"['Green Accord', 'Palisander Rosewood', 'Musk']","['Milk', 'Herbal Notes', 'Musk', 'Hyacinth']","['Sandalwood', 'Musk', 'Guaiac Wood']",https://www.fragrantica.com/perfume/Swiss-Arabian/Jannet-El-Firdaus-White-54068.html
Jawad,Swiss Arabian,,,4.09,58.0,"['fresh spicy', 'amber', 'warm spicy', 'musky', 'rose', 'powdery', 'fresh', 'aldehydic', 'citrus', 'patchouli']",unisex,moderate,average,good value,"['Rose', 'Citruses', 'Aldehydes', 'Saffron']","['Geranium', 'Heliotrope', 'Nutmeg']","['Ambergris', 'Labdanum', 'Musk', 'Patchouli']",https://www.fragrantica.com/perfume/Swiss-Arabian/Jawad-20768.html
Kashkha CPO,Swiss Arabian,,,4.13,53.0,"['warm spicy', 'oud', 'aromatic', 'amber', 'cinnamon', 'fresh spicy', 'citrus', 'fruity', 'musky', 'powdery']",unisex,long lasting,average,ok,"['Bergamot', 'Cinnamon', 'Apple']","['Agarwood (Oud)', 'Cardamom']","['Amber', 'Musk', 'Cardamom']",https://www.fragrantica.com/perfume/Swiss-Arabian/Kashkha-CPO-54144.html
Kenzy,Swiss Arabian,,,4.07,207.0,"['fruity', 'sweet', 'citrus', 'woody', 'powdery', 'musky', 'vanilla', 'amber', 'fresh spicy']",unisex,moderate,average,great value,"['Bergamot', 'Lemon', 'Orange']","['Grapes', 'Apricot', 'Fig', 'Pomegranate']","['Amber', 'Vanilla', 'Musk']",https://www.fragrantica.com/perfume/Swiss-Arabian/Kenzy-54145.html
Khateer,Swiss Arabian,,,3.88,59.0,"['tuberose', 'oud', 'white floral', 'warm spicy', 'musky', 'mossy', 'powdery', 'woody', 'rose', 'amber']",unisex,moderate,average,good value,[],[],[],https://www.fragrantica.com/perfume/Swiss-Arabian/Khateer-10846.html
Maysoon,Swiss Arabian,,,4.0,58.0,"['citrus', 'yellow floral', 'rose', 'sweet', 'coconut', 'fresh spicy', 'musky', 'floral', 'woody', 'powdery']",female,moderate,average,good value,"['Rose', 'Bergamot', 'Mandarin Orange']",['Ylang-Ylang'],"['Coconut', 'Musk']",https://www.fragrantica.com/perfume/Swiss-Arabian/Maysoon-19468.html
Miss Edge,Swiss Arabian,,,3.86,28.0,"['white floral', 'green', 'powdery', 'fresh']",female,moderate,average,good value,"['Green Leaves', 'Bergamot', 'Rhubarb']","['Peony', 'Lily-of-the-Valley', 'Lily', 'Gardenia']","['Amber', 'Vetiver', 'Oakmoss', 'Musk', 'Powdery Notes']",https://www.fragrantica.com/perfume/Swiss-Arabian/Miss-Edge-56236.html
Mr. Edge,Swiss Arabian,,,3.97,37.0,"['woody', 'aromatic', 'fresh spicy', 'citrus', 'earthy', 'patchouli', 'warm spicy', 'rose']",male,moderate,average,good value,"['Grapefruit', 'Bergamot', 'Orange']","['Pepper', 'Pelargonium']","['Vetiver', 'Cedar', 'Patchouli']",https://www.fragrantica.com/perfume/Swiss-Arabian/Mr-Edge-56237.html
Mutamayez,Swiss Arabian,,,3.92,144.0,"['woody', 'warm spicy', 'aromatic', 'amber', 'oud', 'musky', 'citrus', 'powdery']",male,long lasting,average,good value,"['Pine', 'Orange']","['Cashmere Wood', 'Cedar', 'Clove', 'Cardamom']","['Amber', 'Vetiver', 'Agarwood (Oud)', 'Musk']",https://www.fragrantica.com/perfume/Swiss-Arabian/Mutamayez-52871.html
Nawaf,Swiss Arabian,,,4.38,97.0,"['leather', 'tobacco', 'oud', 'warm spicy', 'amber', 'fresh spicy', 'sweet', 'metallic', 'animalic', 'smoky']",male,long lasting,average,good value,"['Agarwood (Oud)', 'Saffron']","['Olibanum', 'Caraway']","['Leather', 'Tobacco', 'Labdanum']",https://www.fragrantica.com/perfume/Swiss-Arabian/Nawaf-22027.html
Noon,Swiss Arabian,,,3.47,15.0,"['woody', 'patchouli', 'white floral', 'floral', 'warm spicy', 'rose', 'amber', 'cherry', 'powdery', 'balsamic']",female,moderate,strong,great value,"['Freesia', 'Cherry', 'Lemon', 'Peach']","['Rose', 'Lily-of-the-Valley', 'Jasmine', 'Styrax']","['Amber', 'Musk', 'Sandalwood', 'Patchouli']",https://www.fragrantica.com/perfume/Swiss-Arabian/Noon-54151.html
Noora,Swiss Arabian,,,4.0,415.0,"['honey', 'warm spicy', 'sweet', 'powdery', 'woody', 'white floral', 'citrus', 'vanilla', 'metallic', 'floral']",female,long lasting,average,great value,"['Orange', 'Honey']","['Rose', 'Lily', 'Saffron']","['Musk', 'Vanilla', 'Sandalwood']",https://www.fragrantica.com/perfume/Swiss-Arabian/Noora-19470.html
Noora Onyx,Swiss Arabian,,2018.0,4.08,75.0,"['aromatic', 'woody', 'fresh spicy', 'citrus', 'herbal', 'warm spicy', 'lavender', 'earthy', 'leather']",unisex,eternal,strong,great value,"['Rose', 'Lemon', 'Rosemary', 'Artemisia', 'Bergamot', 'Basil', 'Lavender', 'Lemon Verbena']","['Cinnamon', 'Juniper', 'Coriander', 'Carnation', 'Jasmine']","['Amber', 'Vetiver', 'Oakmoss', 'Cedar', 'Patchouli', 'Sandalwood', 'Vanilla', 'Leather', 'Fir']",https://www.fragrantica.com/perfume/Swiss-Arabian/Noora-Onyx-54152.html
Nouf,Swiss Arabian,,,3.62,108.0,"['woody', 'citrus', 'amber', 'fresh spicy', 'aromatic', 'warm spicy', 'powdery']",unisex,long lasting,strong,good value,"['Grapefruit', 'Bergamot', 'Lemon']","['Amber', 'Pepper']","['Amber', 'Palisander Rosewood', 'Cedar']",https://www.fragrantica.com/perfume/Swiss-Arabian/Nouf-19459.html
Oud Maknoon,Swiss Arabian,,,4.32,97.0,"['oud', 'fresh spicy', 'rose', 'amber', 'musky', 'powdery', 'warm spicy', 'floral', 'animalic']",unisex,eternal,strong,good value,['Pepper'],['Rose'],"['Amber', 'Agarwood (Oud)', 'Musk']",https://www.fragrantica.com/perfume/Swiss-Arabian/Oud-Maknoon-54196.html
Raaqi,Swiss Arabian,,,4.03,68.0,"['aromatic', 'fruity', 'warm spicy', 'fresh spicy', 'fresh', 'lavender', 'amber', 'green', 'woody', 'citrus']",male,moderate,average,great value,"['Lemon', 'Mint', 'Lavender', 'Ginger']","['Geranium', 'Juniper', 'Apple', 'Cardamom']","['Vetiver', 'Amberwood', 'Tonka Bean']",https://www.fragrantica.com/perfume/Swiss-Arabian/Raaqi-54198.html
Rakaan,Swiss Arabian,,,4.0,156.0,"['citrus', 'oud', 'floral', 'woody', 'fresh spicy', 'powdery', 'aquatic']",male,long lasting,strong,ok,"['Grapefruit', 'Lime']",['Lotus'],"['Musk', 'Agarwood (Oud)', 'Sandalwood']",https://www.fragrantica.com/perfume/Swiss-Arabian/Rakaan-11300.html
Rasheeqa,Swiss Arabian,,,3.84,175.0,"['woody', 'white floral', 'rose', 'fresh', 'green', 'aldehydic', 'powdery', 'floral', 'musky', 'soapy']",female,long lasting,average,good value,"['Rose', 'Green Notes']","['Lily-of-the-Valley', 'Aldehydes', 'Jasmine']","['Musk', 'Cedar', 'Sandalwood']",https://www.fragrantica.com/perfume/Swiss-Arabian/Rasheeqa-19472.html
Sandalia,Swiss Arabian,,,4.0,25.0,"['woody', 'powdery', 'warm spicy']",unisex,eternal,enormous,overpriced,[],[],[],https://www.fragrantica.com/perfume/Swiss-Arabian/Sandalia-20772.html
Shadha,Swiss Arabian,,,,,[],,,,,[],[],[],https://www.fragrantica.com/perfume/Swiss-Arabian/Shadha-19473.html
Shawq,Swiss Arabian,,,4.07,256.0,"['fruity', 'sweet', 'woody', 'tropical', 'musky', 'amber', 'leather', 'fresh', 'citrus', 'smoky']",male,long lasting,average,great value,"['Black Currant', 'Bergamot', 'Pineapple']","['Birch', 'Lily-of-the-Valley']","['Ambroxan', 'Musk', 'Patchouli']",https://www.fragrantica.com/perfume/Swiss-Arabian/Shawq-54284.html
Spirit,Swiss Arabian,,,3.71,17.0,"['fresh spicy', 'citrus', 'aromatic', 'fruity', 'woody', 'sweet', 'warm spicy', 'powdery']",,moderate,average,,"['Lime', 'Grapefruit', 'Plum']","['Geranium', 'Black Pepper', 'Caraway']",['Cedar'],https://www.fragrantica.com/perfume/Swiss-Arabian/Spirit-19464.html
Spirit Absolute,Swiss Arabian,,,3.5,22.0,"['fresh spicy', 'aromatic', 'amber', 'woody', 'musky', 'citrus', 'lavender', 'warm spicy', 'balsamic', 'herbal']",male,long lasting,average,ok,"['Calabrian bergamot', 'Pepper']","['Vetiver', 'Pink Pepper', 'Patchouli', 'Elemi resin', 'Sichuan Pepper', 'Geranium', 'Lavender']","['Ambroxan', 'Cedar', 'Labdanum']",https://www.fragrantica.com/perfume/Swiss-Arabian/Spirit-Absolute-54285.html
Swiss Musk,Swiss Arabian,,,4.5,8.0,"['woody', 'musky', 'powdery', 'floral', 'fresh', 'rose', 'aldehydic', 'white floral']",,moderate,strong,,"['Lily-of-the-Valley', 'Aldehydes', 'Peach']","['Rose', 'Floral Notes', 'Geranium', 'Ylang-Ylang']","['Cedar', 'Sandalwood', 'Woody Notes', 'Musk']",https://www.fragrantica.com/perfume/Swiss-Arabian/Swiss-Musk-54287.html
Whisper,Swiss Arabian,,,3.82,57.0,"['ozonic', 'fruity', 'musky', 'floral', 'sweet', 'powdery']",female,moderate,average,good value,"['Floral Notes', 'Ozonic notes']",['Fruity Notes'],['Musk'],https://www.fragrantica.com/perfume/Swiss-Arabian/Whisper-54290.html
Zahra,Swiss Arabian,,,3.88,361.0,"['fruity', 'sweet', 'powdery', 'floral', 'yellow floral', 'balsamic', 'vanilla', 'aromatic', 'fresh', 'warm spicy']",female,long lasting,average,good value,[],[],[],https://www.fragrantica.com/perfume/Swiss-Arabian/Zahra-11296.html
A Whiff of Five,Swiss Arabian,,2019.0,3.0,5.0,"['woody', 'citrus', 'white floral', 'powdery', 'musky', 'fresh', 'aromatic', 'amber', 'animalic', 'floral']",,,,,"['Neroli', 'Lemon', 'Bergamot', 'Ylang-Ylang', 'Aldehydes']","['Rose', 'Lily-of-the-Valley', 'Jasmine']","['Amber', 'Vetiver', 'Musk', 'Patchouli', 'Civet', 'Sandalwood', 'Vanilla']",https://www.fragrantica.com/perfume/Swiss-Arabian/A-Whiff-of-Five-63956.html
Agadir,Swiss Arabian,,2019.0,4.0,2.0,"['woody', 'aromatic', 'earthy', 'fruity', 'patchouli', 'marine', 'lavender', 'amber', 'citrus', 'sweet']",,,,,"['Amalfi Lemon', 'Lavender', 'Fruits']","['Sea water', 'Cypriol Oil or Nagarmotha']","['Amber', 'Woodsy Notes', 'Patchouli']",https://www.fragrantica.com/perfume/Swiss-Arabian/Agadir-63977.html
Alchemy,Swiss Arabian,,2019.0,4.0,6.0,"['woody', 'white floral', 'floral', 'powdery', 'vanilla', 'sweet', 'rose', 'yellow floral', 'tuberose', 'fruity']",,,,,"['Plum', 'Jacaranda', 'Anise']","['Rose', 'Lily-of-the-Valley', 'Tuberose', 'Ylang-Ylang', 'Jasmine']","['Natural Vanilla', 'Heliotrope', 'Vetiver', 'Cedar', 'Sandalwood']",https://www.fragrantica.com/perfume/Swiss-Arabian/Alchemy-63951.html
Anfas,Swiss Arabian,,2019.0,3.67,3.0,"['sweet', 'caramel', 'woody', 'musky', 'powdery', 'vanilla', 'fruity', 'warm spicy', 'aromatic', 'amber']",,,,,"['Plum', 'Caramel']","['Rose', 'Lotus', 'Citrus Leaves', 'Jasmine']","['Sandalwood', 'Cedar', 'Musk', 'Tonka Bean']",https://www.fragrantica.com/perfume/Swiss-Arabian/Anfas-66498.html
Antalya,Swiss Arabian,,2019.0,3.75,4.0,"['powdery', 'floral', 'amber', 'violet', 'patchouli', 'ozonic', 'musky', 'aquatic', 'woody', 'warm spicy']",,,,,"['Violet', 'Watermelon']",['Flowers'],"['Amber', 'Musk', 'Patchouli']",https://www.fragrantica.com/perfume/Swiss-Arabian/Antalya-66497.html
Awtad,Swiss Arabian,,2019.0,,,"['aromatic', 'fresh spicy', 'citrus', 'earthy', 'woody', 'warm spicy', 'herbal', 'green', 'iris', 'lavender']",,,,,"['Neroli', 'Orange Leaf', 'Bergamot', 'Pepper']","['Pepper', 'Juniper Berries', 'Sage', 'Lavender', 'Cardamom']","['Lichen', 'Agarwood (Oud)', 'Vetiver', 'Iris', 'Leather']",https://www.fragrantica.com/perfume/Swiss-Arabian/Awtad-66505.html
Dark Magic,Swiss Arabian,,2019.0,,,[],,,,,[],[],[],https://www.fragrantica.com/perfume/Swiss-Arabian/Dark-Magic-63971.html
Ghadeer,Swiss Arabian,,2019.0,4.0,4.0,"['fruity', 'sweet', 'citrus', 'musky', 'fresh', 'powdery', 'floral', 'aquatic', 'tropical', 'woody']",,,,,"['Nectarine', 'Blood Orange', 'Mango']","['Lotus', 'Raspberry', 'Water Lily', 'Apple']","['Coconut', 'Sandalwood', 'Musk']",https://www.fragrantica.com/perfume/Swiss-Arabian/Ghadeer-66501.html
Jannet El Naeem,Swiss Arabian,,2019.0,4.0,1.0,"['musky', 'powdery', 'floral', 'aromatic', 'earthy', 'iris', 'woody', 'warm spicy', 'citrus', 'rose']",,,,,"['Bergamot', 'Aldehydes', 'Jasmine']","['Rose', 'Carnation', 'Iris Flower']","['Vetiver', 'Musk']",https://www.fragrantica.com/perfume/Swiss-Arabian/Jannet-El-Naeem-63976.html
Jannet el Naeem,Swiss Arabian,,2019.0,4.0,3.0,"['floral', 'aromatic', 'powdery', 'citrus', 'iris', 'woody', 'white floral', 'rose', 'musky', 'aldehydic']",,,,,"['Bergamot', 'Aldehydes', 'Jasmine']","['Rose', 'Carnation', 'Iris']","['Vetiver', 'Musk']",https://www.fragrantica.com/perfume/Swiss-Arabian/Jannet-el-Naeem-66507.html
Jasmine,Swiss Arabian,,2019.0,5.0,2.0,"['vanilla', 'white floral', 'powdery', 'musky', 'sweet']",,,,,['Jasmine'],['Vanilla'],['Musk'],https://www.fragrantica.com/perfume/Swiss-Arabian/Jasmine-66500.html
Mademoiselle,Swiss Arabian,,2019.0,,,[],,,,,[],[],[],https://www.fragrantica.com/perfume/Swiss-Arabian/Mademoiselle-63974.html
Magnus,Swiss Arabian,,2019.0,4.67,3.0,"['fruity', 'woody', 'earthy', 'sweet', 'citrus', 'rose', 'powdery', 'mossy', 'white floral', 'vanilla']",,,,,"['Black Currant', 'Bergamot', 'Pineapple', 'Apple']","['Birch', 'Rose', 'Jasmine', 'Patchouli']","['Amber', 'Musk', 'Vanilla', 'Moss']",https://www.fragrantica.com/perfume/Swiss-Arabian/Magnus-63978.html
Marrakesh,Swiss Arabian,,2019.0,,,"['aromatic', 'woody', 'fresh spicy', 'green', 'white floral', 'fresh', 'powdery', 'musky', 'amber', 'tobacco']",,,,,"['Rosemary', 'Green Notes', 'Mint', 'Coriander', 'Sea water', 'Calone', 'Lavender']","['Geranium', 'Neroli', 'Jasmine', 'Sandalwood']","['Amber', 'Oakmoss', 'Cedar', 'Tobacco', 'Musk']",https://www.fragrantica.com/perfume/Swiss-Arabian/Marrakesh-66503.html
Musk Tahara,Swiss Arabian,,2019.0,4.62,13.0,"['powdery', 'musky', 'floral', 'white floral', 'vanilla', 'sweet', 'honey', 'violet', 'animalic', 'aquatic']",,,,,"['Violet', 'Lily', 'Vanilla']","['Lotus', 'Honey', 'White Musk']","['Lotus', 'Honey', 'White Musk']",https://www.fragrantica.com/perfume/Swiss-Arabian/Musk-Tahara-63950.html
Mystique,Swiss Arabian,,2019.0,4.0,4.0,"['white floral', 'sweet', 'amber', 'citrus', 'patchouli', 'honey', 'fruity', 'animalic']",,,,,"['Neroli', 'Raspberry']","['Jasmine Sambac', 'Gardenia', 'African Orange Flower']","['Amber', 'White Honey', 'Patchouli']",https://www.fragrantica.com/perfume/Swiss-Arabian/Mystique-66502.html
Nice and Spice,Swiss Arabian,,2019.0,4.0,1.0,"['woody', 'aromatic', 'citrus', 'fresh spicy', 'warm spicy', 'amber', 'patchouli', 'earthy']",,,,,"['Grapefruit', 'Orange']","['Pepper', 'Pelargonium']","['Vetiver', 'Cedar', 'Patchouli', 'Benzoin']",https://www.fragrantica.com/perfume/Swiss-Arabian/Nice-and-Spice-63973.html
Orient Oud,Swiss Arabian,,2019.0,4.22,9,"['amber', 'herbal', 'woody', 'oud', 'aromatic', 'fresh spicy', 'leather', 'lavender', 'animalic', 'warm spicy']",,moderate,,,"['Citruses', 'Artemisia', 'Lavender']","['Leather', 'Tobacco', 'Spices']","['Amber', 'Agarwood (Oud)', 'Woodsy Notes']",https://www.fragrantica.com/perfume/Swiss-Arabian/Orient-Oud-66504.html
