nom_parfum,marque,nose,launch_year,rating_value,rating_count,main_accords,gender,longevity,sillage,price_feeling,top_notes,middle_notes,base_notes,url
#Cool Vibes,Zara,,2020.0,4.23,13,"['vanilla', 'fruity', 'sweet', 'citrus', 'powdery']",female,very weak,,ok,[],[],[],https://www.fragrantica.com/perfume/Zara/Cool-Vibes-64253.html
#Weekend Plan,Zara,,2020.0,4.33,3,"['citrus', 'floral', 'fresh spicy', 'vanilla', 'powdery', 'aromatic', 'sweet']",,,,,[],[],[],https://www.fragrantica.com/perfume/Zara/Weekend-Plan-64254.html
01 Magic Onsen,Zara,,2017.0,3.29,38,"['musky', 'white floral', 'woody', 'powdery', 'amber', 'animalic', 'citrus', 'sweet']",,very weak,intimate,,[],[],[],https://www.fragrantica.com/perfume/Zara/01-Magic-Onsen-43457.html
02 Sweet Vanilla,Zara,,2017.0,3.93,127,"['fruity', 'powdery', 'vanilla', 'woody', 'sweet', 'white floral', 'citrus', 'musky', 'aromatic', 'amber']",female,moderate,average,good value,"['Chestnut', 'Almond']",['Caramel'],"['Cedar', 'Vanilla', 'Musk']",https://www.fragrantica.com/perfume/Zara/02-Sweet-Vanilla-43458.html
Amber Vanilla,Zara,,,4.23,35,"['amber', 'vanilla', 'powdery']",,long lasting,average,,[],[],[],https://www.fragrantica.com/perfume/Zara/Amber-Vanilla-39949.html
Ambre Noble,Zara,,2016.0,4.33,115,"['amber', 'warm spicy']",male,long lasting,strong,ok,[],[],[],https://www.fragrantica.com/perfume/Zara/Ambre-Noble-40859.html
Antique Brown,Zara,Honorine Blanc,2023.0,4.45,421,"['sweet', 'vanilla', 'tobacco', 'honey', 'rum', 'amber', 'fruity', 'lactonic', 'powdery']",male,moderate,average,great value,[],[],[],https://www.fragrantica.com/perfume/Zara/Antique-Brown-87146.html
Artisan's Gold,Zara,,2019.0,3.97,33,"['white floral', 'honey', 'floral', 'sweet']",female,moderate,average,great value,[],[],[],https://www.fragrantica.com/perfume/Zara/Artisan-s-Gold-60141.html
03 Caipirissima,Zara,,2017.0,3.88,43,"['white floral', 'citrus', 'fruity', 'powdery', 'vanilla', 'woody', 'sweet', 'musky', 'nutty', 'cherry']",,moderate,strong,,"['Water Fruit', 'Black Currant', 'Bergamot', 'Lemon']","['Gardenia', 'Cherry', 'Jasmine']","['Amber', 'Sandalwood', 'Vanilla', 'Musk']",https://www.fragrantica.com/perfume/Zara/03-Caipirissima-43459.html
04 Pure Selection,Zara,,2017.0,3.91,33,"['white floral', 'floral', 'amber', 'fresh', 'green']",,moderate,intimate,,"['Magnolia', 'Gardenia', 'Ivy']","['Lily-of-the-Valley', 'Jasmine Sambac', 'Orange Blossom']","['Benzoin', 'Ambroxan', 'Orris']",https://www.fragrantica.com/perfume/Zara/04-Pure-Selection-43460.html
9 Rue d'Antibes Cannes,Zara,,2014.0,3.93,14,"['white floral', 'patchouli', 'earthy', 'woody', 'soft spicy', 'mossy', 'citrus', 'warm spicy', 'balsamic', 'musky']",,,enormous,,[],[],[],https://www.fragrantica.com/perfume/Zara/9-Rue-d-Antibes-Cannes-36723.html
Absolutely Dark,Zara,Marion Costero,2023.0,4.07,217,[],male,moderate,average,great value,[],[],[],https://www.fragrantica.com/perfume/Zara/Absolutely-Dark-87148.html
Bluey,Zara,,2024.0,4.0,7,"['citrus', 'woody', 'fruity', 'powdery', 'aromatic', 'fresh', 'warm spicy', 'sweet', 'aquatic']",,,,,[],[],[],https://www.fragrantica.com/perfume/Zara/Bluey-101201.html
Bold Blossom,Zara,Jérôme Epinette,2024.0,3.64,50,"['amber', 'warm spicy', 'rose', 'sweet', 'fruity', 'patchouli', 'woody', 'balsamic', 'fresh spicy', 'citrus']",female,moderate,average,great value,"['Tangerine', 'Saffron', 'Pink Pepper']","['Rose', 'Raspberry', 'Frankincense']","['Patchouli', 'Tonka Bean', 'Black Amber']",https://www.fragrantica.com/perfume/Zara/Bold-Blossom-92836.html
Bright Fruits,Zara,,2017.0,3.96,24,"['fruity', 'sweet', 'white floral', 'fresh', 'musky', 'tropical', 'green', 'powdery']",,weak,enormous,,['Pineapple'],['Lily-of-the-Valley'],['Musk'],https://www.fragrantica.com/perfume/Zara/Bright-Fruits-46185.html
Brigitte,Zara,,2011.0,4.0,4,[],,,enormous,,[],[],[],https://www.fragrantica.com/perfume/Zara/Brigitte-14438.html
Cardamom & Blood Orange,Zara,,2020.0,3.84,32,"['citrus', 'warm spicy', 'woody', 'aromatic']",unisex,moderate,intimate,great value,[],[],[],https://www.fragrantica.com/perfume/Zara/Cardamom-Blood-Orange-63315.html
Cherry,Zara,,,3.87,114,"['fruity', 'sweet', 'cherry', 'vanilla', 'citrus', 'powdery', 'woody']",female,weak,intimate,good value,"['Plum', 'Cherry']","['Mandarin Orange', 'Pear']","['Sandalwood', 'Vanilla']",https://www.fragrantica.com/perfume/Zara/Cherry-16583.html
Chocolate,Zara,,,3.85,290,"['cacao', 'warm spicy', 'chocolate', 'sweet', 'vanilla', 'amber', 'powdery']",female,moderate,intimate,good value,[],[],[],https://www.fragrantica.com/perfume/Zara/Chocolate-16584.html
Chypre Floral,Zara,,2013.0,3.92,12,"['musky', 'rose', 'patchouli', 'floral', 'powdery', 'woody', 'warm spicy', 'white floral', 'earthy', 'animalic']",,,average,,[],[],[],https://www.fragrantica.com/perfume/Zara/Chypre-Floral-35749.html
Covent Garden 52-56 Long Acre London,Zara,,2016.0,4.25,16,"['citrus', 'vanilla', 'powdery', 'iris', 'woody', 'rose', 'sweet', 'violet', 'earthy', 'floral']",,moderate,intimate,,"['Tangerine', 'Orange']","['Rose', 'Iris']","['Cedar', 'Vanilla']",https://www.fragrantica.com/perfume/Zara/Covent-Garden-52-56-Long-Acre-London-41819.html
Dandelion,Zara,,2017.0,3.74,112,"['sweet', 'vanilla', 'powdery', 'woody', 'fruity', 'floral', 'white floral']",female,moderate,average,good value,['Peach'],"['Magnolia', 'Jasmine']","['Brown sugar', 'Vanilla', 'Sandalwood']",https://www.fragrantica.com/perfume/Zara/Dandelion-43461.html
Azure Wave,Zara,,2024.0,4.36,14,"['citrus', 'amber', 'fruity', 'woody', 'fresh', 'sweet']",male,,,great value,"['Fruits', 'Citruses']",['Fougère Accord'],"['Amber', 'Woodsy Notes']",https://www.fragrantica.com/perfume/Zara/Azure-Wave-92552.html
Barbie,Zara,,2023.0,3.91,173,"['vanilla', 'citrus', 'white floral', 'sweet', 'rose', 'amber', 'aromatic', 'powdery']",female,moderate,average,good value,"['Orange', 'Neroli']","['Rose', 'Orange Blossom']","['Vanilla', 'Tonka']",https://www.fragrantica.com/perfume/Zara/Barbie-83741.html
Bergamot & Lavender,Zara,,2020.0,3.58,38,"['lavender', 'aromatic', 'woody', 'fresh spicy', 'citrus', 'herbal']",male,weak,average,good value,['Bergamot'],['Lavender'],['Cedar'],https://www.fragrantica.com/perfume/Zara/Bergamot-Lavender-59366.html
Black Amber,Zara,,2016.0,3.62,767,"['sweet', 'fruity', 'musky', 'tropical', 'vanilla', 'white floral', 'citrus', 'powdery', 'fresh', 'animalic']",female,moderate,average,good value,['Mandarin Orange'],"['Passionfruit', 'Tiare Flower']","['Vanilla', 'Musk']",https://www.fragrantica.com/perfume/Zara/Black-Amber-43462.html
Black Amber Parfum Intense,Zara,,2018.0,3.66,38,"['musky', 'sweet', 'tropical', 'vanilla', 'fruity', 'powdery', 'fresh']",,moderate,average,,['Passionfruit'],['Vanilla'],['Musk'],https://www.fragrantica.com/perfume/Zara/Black-Amber-Parfum-Intense-51734.html
Black Pepper & Cedarwood,Zara,,2020.0,3.99,72,"['woody', 'fresh spicy', 'warm spicy']",male,moderate,average,great value,['Black Pepper'],['Rose'],['Cedar'],https://www.fragrantica.com/perfume/Zara/Black-Pepper-Cedarwood-59365.html
Blueberry,Zara,,,3.94,89,"['fruity', 'woody', 'sweet', 'powdery', 'violet', 'white floral', 'floral', 'citrus']",female,weak,intimate,great value,"['Black Currant', 'Raspberry']","['Violet', 'Jasmine']","['Cedar', 'Musk']",https://www.fragrantica.com/perfume/Zara/Blueberry-16585.html
Azul Noche,Zara,,2020.0,4.07,43,"['musky', 'powdery', 'floral', 'fruity', 'aquatic', 'sweet', 'ozonic']",unisex,moderate,average,good value,['Peach'],['Lotus'],['White Musk'],https://www.fragrantica.com/perfume/Zara/Azul-Noche-61570.html
Dark Emerald,Zara,,2016.0,4.0,154,"['fruity', 'almond', 'sweet', 'vanilla', 'musky', 'nutty', 'powdery', 'white floral', 'floral', 'rose']",female,moderate,average,good value,"['Almond', 'Pear']","['Rose', 'Jasmine']","['Vanilla', 'Musk']",https://www.fragrantica.com/perfume/Zara/Dark-Emerald-40855.html
Delicious Blossom,Zara,,2016.0,4.36,58,"['fruity', 'vanilla', 'woody', 'sweet', 'rose', 'rum', 'patchouli', 'white floral', 'floral', 'warm spicy']",,moderate,average,,"['Litchi', 'Strawberry', 'Black Currant']","['Rose', 'Rum', 'Jasmine']","['Patchouli', 'Vanilla']",https://www.fragrantica.com/perfume/Zara/Delicious-Blossom-38021.html
Delicious Blossom 2017,zara,,2017.0,4.0,17,"['citrus', 'fruity', 'musky', 'powdery', 'sweet']",,,,,['Mandarin Orange'],['Peach'],['Musk'],https://www.fragrantica.com/perfume/zara/Delicious-Blossom-2017-46183.html
Delicious Peach,Zara,,2024.0,5.0,1,"['sweet', 'fruity', 'tropical', 'coconut', 'floral', 'fresh', 'lactonic']",,,,,[],[],[],https://www.fragrantica.com/perfume/Zara/Delicious-Peach-96774.html
DNWR,Zara,,,3.9,21,"['aromatic', 'fresh spicy', 'citrus', 'lavender', 'woody']",male,moderate,average,good value,[],[],[],https://www.fragrantica.com/perfume/Zara/DNWR-68836.html
Eternal Devotion,Zara,Jérôme Epinette,2024.0,4.35,37,"['fruity', 'rose', 'floral', 'tropical', 'citrus', 'soft spicy', 'woody', 'patchouli', 'fresh', 'sweet']",female,moderate,average,great value,"['Blackcurrant', 'Bergamot', 'Pink Pepper']","['Rose', 'Lychee', 'Guava', 'Magnolia']","['Patchouli', 'Sugar', 'Musk', 'Ambroxan']",https://www.fragrantica.com/perfume/Zara/Eternal-Devotion-97616.html
Exclusive Oud,Zara,,2016.0,4.38,199,"['oud', 'woody', 'fresh spicy']",male,long lasting,strong,great value,[],[],[],https://www.fragrantica.com/perfume/Zara/Exclusive-Oud-40867.html
Femme,Zara,,,3.91,170,"['powdery', 'floral', 'vanilla', 'woody', 'musky', 'sweet', 'citrus', 'fresh', 'balsamic', 'rose']",female,weak,average,good value,['Bergamot'],"['Orchid', 'Peony']","['Sandalwood', 'Vanila', 'Musk']",https://www.fragrantica.com/perfume/Zara/Femme-16586.html
Fields at Nightfall Intense,Zara,,2024.0,4.1,93,"['white floral', 'woody', 'powdery', 'vanilla', 'warm spicy', 'citrus', 'sweet']",female,moderate,average,good value,[],[],[],https://www.fragrantica.com/perfume/Zara/Fields-at-Nightfall-Intense-94343.html
Floral Bouquet For a Sunset in The Market,Zara,,2015.0,4.0,15,"['floral', 'musky', 'powdery']",,moderate,strong,,[],[],[],https://www.fragrantica.com/perfume/Zara/Floral-Bouquet-For-a-Sunset-in-The-Market-36404.html
Fresia,Zara,,2011.0,4.03,37,['floral'],,moderate,average,,[],[],[],https://www.fragrantica.com/perfume/Zara/Fresia-13168.html
Friday from 22-00 PM,Zara,,2023.0,3.72,29,"['aromatic', 'citrus', 'fresh spicy', 'woody', 'herbal']",male,weak,average,great value,"['Blood Orange', 'Juniper Berries', 'Lemon']","['Geranium', 'Sage', 'Pepper', 'Lavender']","['Patchouli', 'Vetiver', 'Cedar']",https://www.fragrantica.com/perfume/Zara/Friday-from-22-00-PM-80541.html
From Paris To New York,Zara,,2018.0,4.47,130,"['citrus', 'warm spicy', 'fresh', 'woody', 'aromatic']",,long lasting,average,great value,['Lemon'],['Ginger'],['Cedar'],https://www.fragrantica.com/perfume/Zara/From-Paris-To-New-York-51941.html
Ganache Tonka,Zara,Isaac Sinclair,2016.0,4.1,48,"['warm spicy', 'vanilla', 'cacao', 'aromatic', 'powdery', 'sweet', 'citrus', 'woody', 'musky', 'amber']",,moderate,average,,[],[],[],https://www.fragrantica.com/perfume/Zara/Ganache-Tonka-45230.html
Giovanna,Zara,,2011.0,2.75,4,[],,,,,[],[],[],https://www.fragrantica.com/perfume/Zara/Giovanna-14439.html
Gold Absolute,Zara,,2020.0,4.46,24,"['warm spicy', 'cinnamon', 'vanilla', 'citrus', 'woody', 'balsamic', 'nutty', 'powdery', 'sweet', 'soft spicy']",male,moderate,average,great value,"['Mandarin', 'Pink Pepper', 'Lemon']","['Cinnamon', 'Cedar']","['Chestnut', 'Vanilla', 'Guaiac Wood']",https://www.fragrantica.com/perfume/Zara/Gold-Absolute-96532.html
Hibiscus,Zara,,2022.0,4.07,720,"['tropical', 'sweet', 'fruity', 'citrus', 'fresh', 'floral', 'amber', 'vanilla', 'powdery']",female,moderate,average,great value,"['Tangerine', 'Bitter Orange']","['Passionfruit', 'Peony', 'Mango']","['Amber', 'Orchid', 'Vanilla']",https://www.fragrantica.com/perfume/Zara/Hibiscus-73796.html
I Love Petals,Zara,,2017.0,3.71,24,"['floral', 'fresh', 'iris', 'citrus', 'rose', 'powdery', 'violet', 'fresh spicy', 'earthy']",,long lasting,enormous,,['Bergamot'],['Peony'],['Iris'],https://www.fragrantica.com/perfume/Zara/I-Love-Petals-46184.html
Impact Masculin,Zara,,2016.0,4.41,59,"['citrus', 'fresh spicy', 'powdery', 'woody']",,moderate,average,,"['Bergamot', 'Mandarin Orange']","['Orange', 'Neroli']","['Sandalwood', 'Musk']",https://www.fragrantica.com/perfume/Zara/Impact-Masculin-41962.html
Imperial Purple,Zara,Ane Ayo,2023.0,4.26,333,"['iris', 'powdery', 'leather', 'woody', 'violet', 'earthy', 'vanilla', 'sweet', 'animalic']",male,moderate,average,great value,[],[],[],https://www.fragrantica.com/perfume/Zara/Imperial-Purple-79048.html
Intense Vetyver,Zara,,,4.4,20,"['green', 'aromatic', 'woody', 'earthy', 'citrus', 'fresh']",,long lasting,average,,[],[],[],https://www.fragrantica.com/perfume/Zara/Intense-Vetyver-23556.html
Iris,Zara,,2011.0,4.1,50,"['iris', 'powdery', 'violet', 'earthy', 'woody']",,moderate,average,,[],[],[],https://www.fragrantica.com/perfume/Zara/Iris-13166.html
Katie,Zara,,2011.0,3.0,3,[],,,,,[],[],[],https://www.fragrantica.com/perfume/Zara/Katie-14440.html
Lily Pad,Zara,,2016.0,4.13,122,"['sweet', 'vanilla', 'fruity', 'citrus', 'floral', 'lactonic']",female,moderate,average,great value,[],[],[],https://www.fragrantica.com/perfume/Zara/Lily-Pad-41820.html
LVIII,Zara,,2014.0,3.75,4,[],,,,,[],[],[],https://www.fragrantica.com/perfume/Zara/LVIII-38044.html
LXI,Zara,,2014.0,4.0,4,"['citrus', 'sweet', 'rose', 'musky', 'yellow floral', 'fresh spicy', 'fruity']",,,,,"['Grapefruit', 'Pomelo', 'Pear']","['Rose', 'Ylang-Ylang']",['Musk'],https://www.fragrantica.com/perfume/Zara/LXI-38043.html
LXXXV,Zara,,2014.0,4.24,17,"['floral', 'aquatic', 'woody', 'ozonic', 'fruity', 'sweet']",,moderate,average,,[],[],[],https://www.fragrantica.com/perfume/Zara/LXXXV-38045.html
Maria,Zara,,2011.0,4.0,5,[],,,,,[],[],[],https://www.fragrantica.com/perfume/Zara/Maria-14437.html
Matin,Zara,,2013.0,3.88,24,"['floral', 'fruity', 'fresh', 'white floral', 'violet', 'green', 'woody', 'powdery']",,weak,average,,['Apple'],"['Violet', 'Freesia', 'Jasmine']",['Woodsy Notes'],https://www.fragrantica.com/perfume/Zara/Matin-17416.html
Mineral Blue,Zara,,2017.0,4.19,16,"['amber', 'woody', 'citrus', 'fruity', 'warm spicy', 'vanilla', 'green', 'fresh']",,moderate,average,,"['Apple', 'Mandarin Orange']",['Tonka Bean'],['Amberwood'],https://www.fragrantica.com/perfume/Zara/Mineral-Blue-42941.html
Minimal Black,Zara,,2017.0,4.11,9,"['woody', 'aromatic', 'earthy', 'fruity', 'powdery', 'green', 'white floral', 'warm spicy']",,,intimate,,"['Apple', 'Sage']",['Orange Blossom'],"['Vetiver', 'Sandalwood']",https://www.fragrantica.com/perfume/Zara/Minimal-Black-42942.html
Moonlight Whisper,Zara,Jérôme Epinette,2024.0,4.12,345,"['sweet', 'vanilla', 'caramel', 'powdery', 'warm spicy', 'woody', 'aromatic', 'citrus', 'nutty', 'violet']",female,moderate,average,great value,"['Caramel', 'Cardamom', 'Bergamot', 'Pistachio']","['Sugar', 'Violet', 'Bellini', 'Peony']","['Amber', 'Vanilla', 'Musk']",https://www.fragrantica.com/perfume/Zara/Moonlight-Whisper-92835.html
Moonlight Whisper Intense,Zara,,2004.0,4.44,70,"['nutty', 'almond', 'vanilla', 'woody', 'powdery', 'sweet', 'fruity', 'green', 'floral', 'violet']",female,moderate,average,good value,['Pistachio'],"['Almond Cream', 'Violet']","['Sandalwood', 'Vanilla']",https://www.fragrantica.com/perfume/Zara/Moonlight-Whisper-Intense-101043.html
Mundaka,Zara,,2019.0,4.2,122,"['aromatic', 'citrus', 'marine', 'woody', 'earthy', 'fresh spicy', 'salty']",male,moderate,average,great value,['Bergamot'],['Sea Notes'],['Vetiver'],https://www.fragrantica.com/perfume/Zara/Mundaka-55093.html
Musk For a Perfect Walk,Zara,,2015.0,4.06,18,"['musky', 'citrus', 'fresh', 'powdery', 'white floral']",,moderate,intimate,,[],[],[],https://www.fragrantica.com/perfume/Zara/Musk-For-a-Perfect-Walk-36403.html
Nocturnal Velvet,Zara,Jérôme Epinette,2024.0,4.22,45,"['fruity', 'sweet', 'musky', 'white floral']",female,long lasting,average,great value,"['Strawberry', 'Peony', 'Pink Pepper']","['Plum', 'Raspberry', 'Gardenia', 'Jasmine']","['Solar Notes', 'Ambroxan', 'Musk']",https://www.fragrantica.com/perfume/Zara/Nocturnal-Velvet-97617.html
Nostalgia Blue,Zara,Ilias Ermenidis,2023.0,3.85,97,"['warm spicy', 'aromatic', 'patchouli', 'fresh spicy', 'vanilla', 'woody', 'leather', 'amber', 'earthy', 'lavender']",male,moderate,average,great value,[],[],[],https://www.fragrantica.com/perfume/Zara/Nostalgia-Blue-87147.html
Nude Bouquet 2016,Zara,,2016.0,4.07,459,"['floral', 'powdery', 'vanilla', 'white floral', 'citrus', 'aquatic', 'woody', 'fruity', 'almond', 'ozonic']",female,moderate,average,great value,"['Bergamot', 'Lotus']","['Heliotrope', 'Honeysuckle']","['Tonka Bean', 'Sandalwood', 'Vanilla']",https://www.fragrantica.com/perfume/Zara/Nude-Bouquet-2016-38024.html
Nuit,Zara,,2013.0,3.82,656,"['amber', 'vanilla', 'sweet', 'woody', 'powdery', 'fruity', 'balsamic']",female,moderate,average,great value,['Bergamot'],"['Palisander Rosewood', 'Big Strawberry']","['Amber', 'Vanila']",https://www.fragrantica.com/perfume/Zara/Nuit-17415.html
Orange Honey,Zara,,2019.0,4.11,46,"['white floral', 'citrus', 'floral', 'sweet', 'soapy']",female,moderate,average,great value,['Neroli'],['Orange Blossom'],['Orchid'],https://www.fragrantica.com/perfume/Zara/Orange-Honey-57065.html
Oriental Summer,Zara,,2019.0,3.86,42,"['aquatic', 'sweet', 'coconut', 'fresh', 'citrus', 'white floral', 'lactonic', 'vanilla', 'tropical', 'floral']",female,moderate,average,great value,[],[],[],https://www.fragrantica.com/perfume/Zara/Oriental-Summer-60140.html
Peony,Zara,,2022.0,3.96,147,"['floral', 'rose', 'fresh', 'fruity', 'sweet', 'vanilla', 'white floral', 'woody', 'iris', 'powdery']",female,moderate,average,great value,"['Pear', 'Black Currant']","['Peony', 'Gardenia', 'Iris', 'Rose']","['Black Vanilla Husk', 'Tonka Bean', 'Praline', 'Woody Notes']",https://www.fragrantica.com/perfume/Zara/Peony-73795.html
Pipeline,Zara,,2018.0,4.11,28,"['citrus', 'patchouli', 'musky', 'woody', 'warm spicy', 'sweet']",,moderate,intimate,,"['Lemon', 'Tangerine']",['Patchouli'],['Musk'],https://www.fragrantica.com/perfume/Zara/Pipeline-48962.html
Red Vanilla,Zara,,2015.0,3.73,"1,541","['fruity', 'sweet', 'vanilla', 'woody', 'patchouli', 'powdery', 'soft spicy', 'iris', 'earthy', 'warm spicy']",female,moderate,average,great value,[],[],[],https://www.fragrantica.com/perfume/Zara/Red-Vanilla-35806.html
Ruby Horizon,Zara,,2024.0,4.0,9,"['woody', 'amber', 'citrus', 'fresh spicy', 'warm spicy', 'fresh']",,,,,"['Spicy Notes', 'Citruses']",['Woody Notes'],"['Frankincense', 'Cedar']",https://www.fragrantica.com/perfume/Zara/Ruby-Horizon-92834.html
Ruby Syrup,Zara,,2019.0,3.88,17,"['honey', 'citrus', 'sweet', 'floral', 'fresh spicy', 'powdery']",,moderate,enormous,,['Pomelo'],['Orchid'],['Honey'],https://www.fragrantica.com/perfume/Zara/Ruby-Syrup-57066.html
Sand Desert At Sunset Intense,Zara,,2024.0,4.65,207,"['warm spicy', 'vanilla', 'amber', 'cinnamon', 'cacao', 'sweet', 'balsamic', 'powdery']",unisex,long lasting,average,great value,[],[],[],https://www.fragrantica.com/perfume/Zara/Sand-Desert-At-Sunset-Intense-99814.html
Saturday till 6-00 AM,Zara,,2023.0,4.25,20,"['leather', 'amber', 'fruity', 'salty', 'woody', 'animalic', 'sweet', 'musky', 'marine', 'smoky']",unisex,moderate,average,great value,"['Salt', 'Bergamot', 'Strawberry']","['Fir', 'Labdanum']","['Cashmeran', 'Amber', 'Leather']",https://www.fragrantica.com/perfume/Zara/Saturday-till-6-00-AM-80542.html
Scarlet Peony,Zara,,2019.0,3.75,12,"['floral', 'rose', 'fruity', 'fresh', 'soft spicy', 'woody']",,very weak,average,,[],[],[],https://www.fragrantica.com/perfume/Zara/Scarlet-Peony-53280.html
Senteur du Matin,Zara,,2013.0,4.5,2,"['floral', 'ozonic', 'aquatic', 'green', 'fruity']",,,,,[],[],[],https://www.fragrantica.com/perfume/Zara/Senteur-du-Matin-38017.html
Seoul Absolute,Zara,,2022.0,4.34,35,"['vanilla', 'sweet', 'fruity', 'warm spicy', 'amber', 'tropical', 'aromatic', 'fresh', 'citrus', 'lavender']",male,moderate,average,great value,"['Cardamom', 'Lemon', 'Pineapple']","['Lavender', 'Apple', 'Orange Blossom']","['Vanilla', 'Benzoin']",https://www.fragrantica.com/perfume/Zara/Seoul-Absolute-96534.html
Serrano 23 Madrid,Zara,,2014.0,3.86,14,"['floral', 'citrus', 'woody', 'earthy', 'aromatic', 'musky', 'fresh', 'white floral', 'green', 'powdery']",,,,,[],[],[],https://www.fragrantica.com/perfume/Zara/Serrano-23-Madrid-36724.html
Silk,Zara,,,3.64,73,"['floral', 'citrus', 'rose', 'musky', 'powdery', 'green', 'sweet']",,weak,intimate,,['Yuzu'],"['Magnolia', 'Rose']",['Musk'],https://www.fragrantica.com/perfume/Zara/Silk-17191.html
Silver Absolute,Zara,,2022.0,3.73,15,"['aromatic', 'amber', 'herbal', 'musky', 'warm spicy', 'soft spicy', 'woody', 'fresh spicy', 'patchouli', 'balsamic']",male,moderate,,good value,"['Mandarin', 'Lemon', 'Green Notes']","['Sage', 'Cardamom', 'Geranium']","['Patchouli', 'Leather', 'Labdanum']",https://www.fragrantica.com/perfume/Zara/Silver-Absolute-96533.html
Silver Winter Zara Man,Zara,,2022.0,4.06,17,"['citrus', 'aromatic', 'green', 'woody', 'patchouli', 'fresh spicy', 'warm spicy', 'lavender', 'balsamic']",male,weak,average,great value,"['Mint', 'Lemon', 'Mandarin Orange', 'Lime']","['Lavender', 'Cardamom', 'Clary Sage', 'Gardenia']","['Tonka Bean', 'Sandalwood', 'Amber', 'Patchouli']",https://www.fragrantica.com/perfume/Zara/Silver-Winter-Zara-Man-78051.html
Soir,Zara,,2013.0,4.0,11,"['woody', 'ozonic', 'powdery', 'aquatic', 'musky', 'white floral', 'green']",,,average,,['Violet Leaf'],['Gardenia'],"['Musk', 'Sandalwood', 'Cedar']",https://www.fragrantica.com/perfume/Zara/Soir-17417.html
Summer Edition,Zara,,2016.0,3.8,20,"['white floral', 'green', 'amber', 'musky', 'citrus', 'animalic']",,weak,average,,[],[],[],https://www.fragrantica.com/perfume/Zara/Summer-Edition-40824.html
Sunlight Bouquet,Zara,Jérôme Epinette,2024.0,3.82,76,"['fruity', 'vanilla', 'sweet', 'aromatic', 'woody', 'citrus', 'green', 'marine', 'earthy', 'iris']",female,moderate,average,great value,"['Citruses', 'Pink Pepper', 'Bellini']","['Orris', 'Rhubarb', 'Pink Rose', 'Bamboo', 'Butter']","['Marine notes', 'Sugar', 'Patchouli', 'Vanilla', 'Tonka Bean']",https://www.fragrantica.com/perfume/Zara/Sunlight-Bouquet-92837.html
Sunrise on the Red Sand Dunes Intense,Zara,,2024.0,4.63,333,"['citrus', 'warm spicy', 'white floral', 'fruity']",male,long lasting,average,great value,"['Mandarin', 'Ginger', 'Bergamot']",[],"['Blackcurrant', 'Orange Blossom', 'Amber']",https://www.fragrantica.com/perfume/Zara/Sunrise-on-the-Red-Sand-Dunes-Intense-99815.html
Teahupoo,Zara,,2018.0,4.09,186,"['citrus', 'aromatic', 'marine', 'woody', 'fresh spicy', 'powdery']",male,moderate,average,great value,"['Bergamot', 'Grapefruit']",['Sea Notes'],['Sandalowood'],https://www.fragrantica.com/perfume/Zara/Teahupoo-48960.html
The Denim Jacket,Zara,Marine Ipert,2019.0,4.31,26,"['aromatic', 'fresh spicy', 'herbal', 'woody', 'citrus', 'amber', 'warm spicy', 'vanilla', 'soft spicy']",male,moderate,average,great value,"['Granny Smith apple', 'Bergamot', 'Black Pepper', 'Grapefruit']","['Sage', 'Geranium', 'Lavender']","['Tonka Bean', 'Vetiver', 'Patchouli', 'Amberwood']",https://www.fragrantica.com/perfume/Zara/The-Denim-Jacket-59371.html
The Drummer,Zara,,,4.42,12,"['fresh spicy', 'aromatic', 'lavender', 'woody', 'warm spicy', 'earthy', 'citrus', 'iris', 'patchouli', 'powdery']",,,enormous,,[],[],[],https://www.fragrantica.com/perfume/Zara/The-Drummer-41741.html
The Guitarist,Zara,,,4.0,2,"['citrus', 'aromatic', 'warm spicy', 'woody', 'fresh spicy']",,,,,[],[],[],https://www.fragrantica.com/perfume/Zara/The-Guitarist-41740.html
The Perfect Smoking,Zara,Marine Ipert,2019.0,4.46,39,"['woody', 'warm spicy', 'fresh spicy', 'amber', 'smoky', 'balsamic', 'powdery', 'aromatic']",male,moderate,average,great value,"['Black Pepper', 'Bergamot', 'Nutmeg']","['Jasmine', 'Star Anise', 'Incense', 'Saffron']","['Sandalwood', 'Vetiver', 'Cedar']",https://www.fragrantica.com/perfume/Zara/The-Perfect-Smoking-59373.html
The Poplin Shirt,Zara,,2020.0,4.13,55,"['citrus', 'floral', 'woody', 'musky', 'powdery']",unisex,moderate,average,great value,['Orange'],['Magnolia'],['Cashmeran'],https://www.fragrantica.com/perfume/Zara/The-Poplin-Shirt-62366.html
The Weekend Hoodie,Zara,,2019.0,4.09,11,"['citrus', 'patchouli', 'amber', 'fresh spicy', 'woody', 'warm spicy']",,moderate,average,,['Pomelo'],['Patchouli'],['Amber'],https://www.fragrantica.com/perfume/Zara/The-Weekend-Hoodie-59372.html
Tropical Emerald,Zara,,2024.0,3.9,20,"['fruity', 'warm spicy', 'sweet', 'amber']",male,moderate,average,great value,['Fruity Notes'],['Spicy Notes'],['Amber'],https://www.fragrantica.com/perfume/Zara/Tropical-Emerald-92830.html
Tulle,Zara,,,3.79,28,"['aquatic', 'ozonic', 'fresh', 'fruity', 'sweet']",,moderate,average,,[],[],[],https://www.fragrantica.com/perfume/Zara/Tulle-34598.html
